system:index,0,1,10,11,12,13,14,15,16,17,18,19,2,20,21,22,23,24,25,26,27,28,29,3,30,31,32,33,34,35,36,37,38,39,4,40,41,42,43,44,45,46,47,48,49,5,50,51,52,53,54,55,56,57,58,59,6,60,61,62,63,64,65,66,67,68,69,7,70,71,72,73,74,75,76,77,78,79,8,80,81,82,83,84,85,86,87,88,89,9,90,91,92,93,94,95,96,97,.geo
0,2015-01-10T10:00:44,2015-01-26T10:00:38,2015-07-21T10:00:16,2015-08-06T10:00:18,2015-08-22T10:00:27,2015-09-07T10:00:32,2015-09-23T10:00:40,2015-10-09T10:00:42,2015-11-10T10:00:47,2015-12-12T10:00:48,2015-12-28T10:00:48,2015-01-26T10:01:02,2015-02-27T10:00:28,2015-02-27T10:00:52,2015-03-15T10:00:40,2015-03-31T10:00:31,2015-04-16T10:00:28,2015-05-02T10:00:17,2015-05-18T10:00:06,2015-06-03T10:00:14,2015-07-05T10:00:31,2015-07-21T10:00:40,2015-08-06T10:00:42,2015-03-15T10:00:17,2015-08-22T10:00:50,2015-09-07T10:00:56,2015-09-23T10:01:04,2015-10-09T10:01:06,2015-10-25T10:01:10,2015-11-10T10:01:11,2015-12-12T10:01:12,2015-12-28T10:01:12,2015-01-01T10:06:53,2015-01-17T10:06:52,2015-03-31T10:00:07,2015-02-02T10:06:48,2015-02-18T10:06:40,2015-04-07T10:06:14,2015-05-25T10:05:55,2015-06-10T10:06:06,2015-06-26T10:06:11,2015-08-13T10:06:33,2015-08-29T10:06:40,2015-09-30T10:06:52,2015-10-16T10:06:52,2015-04-16T10:00:04,2015-11-01T10:06:58,2015-11-17T10:06:59,2015-12-03T10:07:00,2015-12-19T10:07:00,2015-02-19T09:59:26,2015-03-23T09:59:43,2015-04-08T09:59:50,2015-04-24T09:59:56,2015-05-26T10:00:08,2015-06-27T10:00:18,2015-05-02T09:59:54,2015-08-14T10:00:31,2015-08-30T10:00:31,2015-10-17T10:00:55,2015-12-04T10:01:39,2015-01-18T09:59:38,2015-02-19T09:59:50,2015-03-07T09:59:58,2015-03-23T10:00:07,2015-04-08T10:00:14,2015-04-24T10:00:20,2015-05-18T09:59:43,2015-05-10T10:00:28,2015-05-26T10:00:32,2015-06-27T10:00:41,2015-07-13T10:00:48,2015-07-29T10:00:50,2015-08-14T10:00:55,2015-08-30T10:00:55,2015-10-17T10:01:19,2015-11-18T10:01:50,2015-12-04T10:02:03,2015-06-03T09:59:50,2015-01-25T10:05:28,2015-02-10T10:05:33,2015-02-26T10:05:42,2015-03-14T10:05:48,2015-03-30T10:05:55,2015-04-15T10:06:05,2015-05-01T10:06:10,2015-05-17T10:06:19,2015-06-02T10:06:23,2015-06-18T10:06:28,2015-07-05T10:00:07,2015-07-04T10:06:32,2015-08-05T10:06:40,2015-08-21T10:06:43,2015-09-06T10:06:44,2015-10-08T10:06:55,2015-10-24T10:07:13,2015-11-09T10:07:27,2015-12-11T10:07:58,
