system:index,0,1,10,11,12,13,14,15,16,17,18,19,2,20,21,22,23,24,25,26,27,28,29,3,30,31,32,33,34,35,36,37,38,39,4,40,41,42,43,44,45,46,5,6,7,8,9,.geo
0,2008-03-19T09:50:49,2008-04-20T09:50:47,2008-03-26T09:57:00,2008-02-08T09:51:24,2008-03-27T09:50:27,2008-04-28T09:49:40,2008-05-30T09:48:48,2008-07-01T09:47:55,2008-07-17T09:47:28,2008-09-03T09:46:06,2008-10-05T09:45:07,2008-10-21T09:44:35,2008-05-06T09:50:43,2008-12-08T09:44:42,2008-02-08T09:51:48,2008-03-27T09:50:50,2008-04-12T09:50:28,2008-05-30T09:49:12,2008-06-15T09:48:46,2008-07-01T09:48:19,2008-07-17T09:47:52,2008-08-18T09:46:56,2008-09-03T09:46:30,2008-08-26T09:49:46,2008-09-19T09:46:02,2008-10-05T09:45:31,2008-10-21T09:44:58,2008-12-08T09:45:05,2008-02-15T09:57:28,2008-03-02T09:57:09,2008-03-18T09:56:49,2008-04-03T09:56:28,2008-05-05T09:55:39,2008-06-06T09:54:48,2008-03-19T09:51:13,2008-06-22T09:54:21,2008-07-08T09:53:54,2008-07-24T09:53:27,2008-08-09T09:52:58,2008-08-25T09:52:32,2008-11-13T09:50:04,2008-11-29T09:50:36,2008-04-04T09:51:13,2008-04-20T09:51:11,2008-05-06T09:51:07,2008-08-26T09:50:09,2008-03-10T09:57:00,
