system:index,0,1,10,11,12,13,14,15,16,17,18,19,2,20,21,22,23,24,25,26,27,28,29,3,30,31,32,33,34,35,4,5,6,7,8,9,.geo
0,1996-02-07T09:05:33,1996-02-23T09:06:39,1996-08-17T09:16:48,1996-09-02T09:17:41,1996-02-07T09:05:57,1996-03-10T09:08:06,1996-03-26T09:09:08,1996-04-11T09:10:08,1996-04-27T09:11:06,1996-05-13T09:12:02,1996-05-29T09:12:57,1996-06-14T09:13:49,1996-03-10T09:07:42,1996-06-30T09:14:40,1996-07-16T09:15:31,1996-08-17T09:17:12,1996-09-02T09:18:04,1996-10-04T09:19:48,1996-01-13T09:09:59,1996-01-29T09:11:07,1996-06-05T09:19:07,1996-06-21T09:19:59,1996-07-07T09:20:49,1996-03-26T09:08:44,1996-08-08T09:22:31,1996-08-24T09:23:21,1996-09-09T09:24:15,1996-10-11T09:25:57,1996-11-12T09:27:31,1996-12-30T09:29:47,1996-04-11T09:09:44,1996-05-13T09:11:38,1996-05-29T09:12:33,1996-06-14T09:13:26,1996-06-30T09:14:17,1996-07-16T09:15:07,
